city,fans,lights,fridges,ac_1ton,ac_15ton,tvs,washing_machine,water_pump,computers,hours_use,roof_area,total_watts,daily_kwh,kw_needed,panels_needed,system_cost_pkr,monthly_saving_pkr,monthly_bill_pkr,payback_years
Bahawalpur,4,7,3,2,2,3,1,1,0,13,1253,9405,122.26,25.1,63,3765000,183397,238416,1.7
Sialkot,2,19,3,3,1,2,1,0,2,12,1213,8485,101.82,26.0,65,3900000,152730,198549,2.1
Bahawalpur,9,6,2,2,1,1,1,1,0,10,1882,7415,74.15,15.2,38,2280000,111225,144592,1.7
Bahawalpur,3,10,3,0,0,1,0,0,1,14,727,1125,15.75,3.2,8,480000,23625,30712,1.7
Bahawalpur,2,11,3,0,0,3,2,0,0,14,1032,2065,28.91,5.9,15,885000,43365,56374,1.7
Swat,9,14,1,1,1,3,2,1,0,15,998,6585,98.78,26.8,67,4020000,148162,192611,2.3
Faisalabad,7,17,1,1,2,1,0,1,0,15,1885,7280,109.2,26.8,67,4020000,163800,212940,2.0
Rawalpindi,6,5,1,3,2,4,1,1,1,7,515,11025,77.18,20.1,51,3015000,115762,150491,2.2
Hyderabad,1,10,1,1,2,1,2,1,3,9,712,8325,74.92,17.3,44,2595000,112387,146103,1.9
Rawalpindi,5,15,3,2,1,2,0,1,2,13,679,7400,96.2,25.1,63,3765000,144300,187590,2.2
Islamabad,3,8,2,0,1,4,0,0,2,6,1925,3445,20.67,5.4,14,810000,31004,40306,2.2
Islamabad,1,18,3,0,1,1,1,0,1,10,531,3595,35.95,9.4,24,1410000,53925,70102,2.2
Swat,4,14,3,0,1,4,0,1,3,13,1134,4710,61.23,16.6,42,2490000,91845,119398,2.3
Faisalabad,2,8,3,1,0,4,2,0,3,7,557,4220,29.54,7.2,18,1080000,44310,57603,2.0
Quetta,2,6,2,0,1,4,2,1,1,7,1988,4890,34.23,6.6,17,990000,51344,66748,1.6
Multan,3,8,1,0,2,3,0,0,0,13,1579,4795,62.34,13.0,33,1950000,93502,121553,1.7
Faisalabad,8,15,3,0,0,1,2,0,3,15,702,2975,44.62,10.9,28,1635000,66937,87018,2.0
Swat,8,5,3,3,2,3,0,1,2,17,723,11075,188.27,51.2,128,7680000,282412,367136,2.3
Peshawar,7,7,1,3,1,3,2,1,1,14,1069,9530,133.42,32.1,81,4815000,200129,260168,2.0
Lahore,6,9,3,1,0,2,1,1,2,12,364,4385,52.62,13.2,33,1980000,78930,102609,2.1
Multan,9,4,2,0,1,2,2,0,0,13,489,4235,55.06,11.5,29,1725000,82582,107357,1.7
Gujranwala,4,13,3,1,0,4,1,1,1,10,1926,4295,42.95,10.7,27,1605000,64425,83752,2.1
Sialkot,1,7,3,0,2,4,1,1,2,6,1249,6680,40.08,10.2,26,1530000,60119,78156,2.1
Multan,8,9,1,0,1,2,0,1,2,9,472,4235,38.12,7.9,20,1185000,57172,74324,1.7
Swat,7,12,3,0,1,2,1,1,0,7,1058,4605,32.24,8.8,22,1320000,48352,62858,2.3
Peshawar,7,17,3,1,0,1,2,1,1,8,927,4780,38.24,9.2,23,1380000,57360,74568,2.0
Peshawar,3,14,2,1,0,4,2,1,3,17,860,4985,84.74,20.4,51,3060000,127117,165252,2.0
Karachi,4,19,1,0,1,4,1,0,3,8,1550,4235,33.88,7.7,20,1155000,50820,66066,1.9
Bahawalpur,9,14,1,2,0,2,0,0,2,14,1300,4635,64.89,13.3,34,1995000,97335,126535,1.7
Faisalabad,6,16,2,1,1,1,1,0,0,15,1904,5090,76.35,18.7,47,2805000,114525,148882,2.0
Peshawar,5,5,3,3,0,2,2,0,2,9,1711,7000,63.0,15.1,38,2265000,94500,122850,2.0
Islamabad,3,14,1,1,2,2,2,1,0,7,700,8035,56.24,14.6,37,2190000,84367,109677,2.2
Bahawalpur,9,10,1,0,0,3,1,1,3,8,937,3125,25.0,5.1,13,765000,37500,48750,1.7
Hyderabad,5,9,3,2,2,4,1,0,2,8,1248,9260,74.08,17.1,43,2565000,111120,144456,1.9
Lahore,5,5,3,0,0,1,1,0,2,12,512,1900,22.8,5.7,15,855000,34199,44459,2.1
Swat,4,11,1,3,0,3,2,0,0,13,352,6415,83.4,22.7,57,3405000,125092,162620,2.3
Sialkot,4,10,3,1,1,4,2,1,1,16,923,6750,108.0,27.6,69,4140000,162000,210600,2.1
Faisalabad,1,14,1,1,0,2,2,1,0,11,1994,3885,42.74,10.5,27,1575000,64102,83333,2.0
Sukkur,7,8,3,0,0,1,0,1,1,9,1051,2145,19.3,3.9,10,585000,28957,37644,1.7
Islamabad,9,15,3,0,2,4,2,0,3,11,961,7350,80.85,21.1,53,3165000,121275,157657,2.2
Abbottabad,3,8,2,3,0,2,2,0,2,16,438,6745,107.92,30.0,75,4500000,161880,210444,2.3
Gujranwala,2,10,3,2,1,3,0,0,2,6,717,6450,38.7,9.7,25,1455000,58050,75465,2.1
Quetta,3,12,2,3,2,1,0,0,0,15,1948,9305,139.57,26.8,67,4020000,209362,272171,1.6
Peshawar,1,14,3,2,1,4,0,0,0,13,442,6135,79.76,19.2,48,2880000,119632,155522,2.0
Sukkur,6,18,1,1,1,3,0,1,3,6,808,6020,36.12,7.3,19,1095000,54179,70434,1.7
Peshawar,7,12,1,2,1,2,0,1,3,10,949,7405,74.05,17.8,45,2670000,111075,144397,2.0
Multan,2,12,3,2,1,2,0,1,1,7,785,6930,48.51,10.1,26,1515000,72765,94594,1.7
Islamabad,8,9,3,1,2,4,1,1,3,11,1291,8935,98.29,25.6,64,3840000,147427,191655,2.2
Multan,6,13,1,1,0,2,1,1,3,14,1760,4345,60.83,12.7,32,1905000,91245,118618,1.7
Karachi,4,9,3,1,1,1,1,0,3,10,842,5585,55.85,12.7,32,1905000,83775,108907,1.9
Multan,5,6,2,3,2,4,1,1,3,9,592,11515,103.64,21.6,54,3240000,155452,202088,1.7
Karachi,8,4,2,1,1,3,2,0,1,7,1943,5960,41.72,9.5,24,1425000,62579,81354,1.9
Gujranwala,3,19,2,0,0,4,0,1,3,17,1607,2560,43.52,10.9,28,1635000,65280,84864,2.1
Swat,3,10,2,1,2,4,2,0,1,8,970,7775,62.2,16.9,43,2535000,93300,121290,2.3
Karachi,4,7,2,1,2,3,0,0,0,11,1137,6505,71.55,16.3,41,2445000,107332,139532,1.9
Sukkur,1,4,3,1,0,2,0,0,2,13,1337,2685,34.9,7.0,18,1050000,52357,68064,1.7
Bahawalpur,9,18,3,2,2,3,2,0,0,13,933,9695,126.04,25.8,65,3870000,189052,245768,1.7
Peshawar,8,11,2,3,0,1,1,0,3,10,571,6765,67.65,16.3,41,2445000,101474,131917,2.0
Quetta,8,15,3,1,2,2,2,0,2,10,1348,8375,83.75,16.1,41,2415000,125625,163312,1.6
Bahawalpur,6,9,3,3,2,4,2,1,3,15,621,12285,184.28,37.8,95,5670000,276412,359336,1.7
Sialkot,7,9,2,0,0,2,0,0,3,8,1105,1760,14.08,3.6,9,540000,21120,27456,2.1
Swat,6,5,3,0,0,2,0,0,0,12,1426,1175,14.1,3.8,10,570000,21150,27495,2.2
Multan,9,18,3,1,2,1,0,1,3,11,1182,8345,91.8,19.1,48,2865000,137692,179000,1.7
Abbottabad,3,4,3,0,2,2,1,0,0,6,1363,5435,32.61,9.1,23,1365000,48915,63589,2.3
Sialkot,3,16,2,3,0,2,2,1,3,9,534,7815,70.34,17.9,45,2685000,105502,137153,2.1
Islamabad,3,17,3,2,0,2,2,1,1,11,1131,6080,66.88,17.4,44,2610000,100320,130416,2.2
Karachi,3,17,1,1,2,4,1,0,2,16,1412,7430,118.88,27.0,68,4050000,178319,231815,1.9
Peshawar,9,5,1,0,2,2,2,0,0,11,1423,6100,67.1,16.1,41,2415000,100649,130844,2.0
Lahore,4,7,2,3,2,3,2,1,0,16,443,11255,180.08,45.0,113,6750000,270120,351156,2.1
Faisalabad,7,5,1,3,0,2,0,0,2,17,1405,5850,99.45,24.4,61,3660000,149174,193927,2.0
Sukkur,9,19,2,0,2,1,1,1,0,17,888,6610,112.37,22.7,57,3405000,168555,219121,1.7
Quetta,7,4,1,3,1,2,0,0,2,8,1894,7835,62.68,12.1,31,1815000,94020,122226,1.6
Rawalpindi,9,10,1,3,0,2,1,1,1,11,528,7125,78.38,20.4,51,3060000,117562,152831,2.2
Sukkur,3,14,1,1,2,4,0,0,3,17,1926,7085,120.44,24.3,61,3645000,180667,234867,1.7
Gujranwala,4,14,2,3,0,3,2,0,1,15,1718,6810,102.15,25.5,64,3825000,153224,199192,2.1
Lahore,8,18,2,0,1,2,1,1,3,11,1836,5220,57.42,14.4,36,2160000,86130,111969,2.1
Abbottabad,6,15,3,1,0,3,1,1,2,17,1520,4575,77.78,21.6,54,3240000,116662,151661,2.3
Faisalabad,5,11,2,0,2,1,0,1,1,14,573,5890,82.46,20.2,51,3030000,123689,160797,2.0
Lahore,4,9,1,2,1,4,1,1,3,14,889,7835,109.69,27.4,69,4110000,164535,213895,2.1
Multan,8,7,1,0,1,3,2,0,2,7,952,4555,31.88,6.6,17,990000,47827,62175,1.7
Karachi,1,17,2,0,2,4,2,1,3,9,882,7380,66.42,15.1,38,2265000,99630,129519,1.9
Swat,9,9,2,1,2,2,2,1,0,14,1267,8560,119.84,32.6,82,4890000,179760,233688,2.3
Quetta,1,6,2,3,2,1,0,0,0,9,1885,9065,81.58,15.7,40,2355000,122377,159090,1.6
Hyderabad,8,15,3,0,0,4,1,0,2,13,671,2575,33.48,7.7,20,1155000,50212,65276,1.9
Karachi,4,11,1,1,0,2,0,1,3,15,1403,3665,54.98,12.5,32,1875000,82462,107201,1.9
Hyderabad,9,13,3,2,0,3,2,0,0,17,1558,5620,95.54,22.1,56,3315000,143310,186303,1.9
Sialkot,5,17,3,1,2,1,1,1,1,8,1610,8130,65.04,16.6,42,2490000,97560,126828,2.1
Swat,3,16,1,1,2,1,2,0,3,8,1118,7815,62.52,17.0,43,2550000,93780,121914,2.3
Faisalabad,9,16,1,3,0,3,1,1,3,14,1990,7715,108.01,26.5,67,3975000,162015,210619,2.0
Peshawar,9,5,2,0,1,3,1,0,0,16,871,3850,61.6,14.8,37,2220000,92400,120120,2.0
Rawalpindi,4,8,2,2,0,1,0,1,0,15,844,4570,68.55,17.9,45,2685000,102825,133672,2.2
Islamabad,4,4,3,1,1,4,1,1,2,13,1760,6360,82.68,21.5,54,3225000,124020,161226,2.2
Bahawalpur,8,9,2,0,2,1,2,0,3,6,426,6735,40.41,8.3,21,1245000,60615,78799,1.7
Swat,2,5,2,0,2,3,1,0,1,15,1032,5525,82.88,22.5,57,3375000,124312,161606,2.3
Karachi,9,7,1,1,0,4,2,1,0,7,716,4580,32.06,7.3,19,1095000,48090,62517,1.9
Quetta,6,9,1,0,0,2,0,1,3,8,937,2285,18.28,3.5,9,525000,27420,35646,1.6
Bahawalpur,9,13,2,1,2,1,2,0,0,16,340,7770,124.32,25.5,64,3825000,186480,242424,1.7
Gujranwala,8,14,1,1,0,3,1,0,2,7,1086,3660,25.62,6.4,16,960000,38430,49959,2.1
Gujranwala,7,11,2,1,2,2,2,0,3,8,1792,8290,66.32,16.6,42,2490000,99480,129324,2.1
Lahore,1,15,1,2,2,1,2,0,3,13,596,9150,118.95,29.7,75,4455000,178425,231952,2.1
Bahawalpur,3,11,1,1,1,1,1,0,2,16,1920,5040,80.64,16.5,42,2475000,120959,157248,1.7
Quetta,2,14,1,3,0,4,2,0,1,16,1924,6610,105.76,20.3,51,3045000,158640,206232,1.6
Faisalabad,5,9,1,0,2,3,1,0,0,17,341,5460,92.82,22.8,57,3420000,139230,180999,2.0
Sialkot,5,7,2,2,0,2,0,0,2,11,931,4380,48.18,12.3,31,1845000,72270,93951,2.1
Hyderabad,5,11,3,0,1,1,2,0,3,12,1602,4690,56.28,13.0,33,1950000,84420,109746,1.9
Lahore,4,16,1,2,1,4,0,1,2,15,1782,7240,108.6,27.2,68,4080000,162900,211770,2.1
Gujranwala,5,11,2,3,0,2,2,0,3,15,332,7140,107.1,26.8,67,4020000,160650,208845,2.1
Islamabad,3,13,2,2,0,2,2,0,2,11,1599,5320,58.52,15.2,38,2280000,87780,114114,2.2
Islamabad,1,17,1,2,2,1,0,1,1,6,964,8530,51.18,13.3,34,1995000,76770,99801,2.2
Karachi,5,4,3,2,1,2,2,1,3,16,1413,8435,134.96,30.7,77,4605000,202440,263172,1.9
Faisalabad,9,19,1,0,1,1,2,1,2,8,915,5360,42.88,10.5,27,1575000,64320,83616,2.0
Peshawar,9,7,2,1,1,4,0,1,1,6,1247,5930,35.58,8.6,22,1290000,53369,69381,2.0
Gujranwala,4,7,3,0,0,4,2,1,1,17,1847,3205,54.48,13.6,34,2040000,81727,106245,2.1
Abbottabad,3,10,2,1,2,2,1,1,0,15,459,7625,114.38,31.8,80,4770000,171562,223031,2.3
Faisalabad,1,19,1,0,0,1,2,0,3,17,757,2210,37.57,9.2,23,1380000,56354,73261,2.0
Sialkot,2,17,3,3,0,3,2,1,0,14,698,7405,103.67,26.4,66,3960000,155505,202156,2.1
Hyderabad,8,17,2,3,0,4,2,1,1,14,1414,8005,112.07,25.9,65,3885000,168105,218536,1.9
Quetta,1,14,2,2,2,1,0,1,0,10,880,8435,84.35,16.2,41,2430000,126525,164482,1.6
Bahawalpur,8,10,2,3,0,1,1,0,0,9,1789,6150,55.35,11.3,29,1695000,83025,107932,1.7
Gujranwala,7,19,1,2,1,1,1,1,2,17,519,7710,131.07,32.8,82,4920000,196605,255586,2.1
Bahawalpur,8,16,3,1,1,2,2,0,0,14,1742,5990,83.86,17.2,43,2580000,125790,163527,1.7
Islamabad,6,14,1,3,1,3,0,1,1,14,678,8560,119.84,31.2,78,4680000,179760,233688,2.2
Quetta,9,18,1,1,2,2,0,1,0,8,1229,7545,60.36,11.6,29,1740000,90540,117702,1.6
Quetta,3,11,1,0,0,4,1,0,3,10,1770,2040,20.4,3.9,10,585000,30600,39780,1.6
Quetta,4,19,3,1,2,2,0,0,2,8,1263,7135,57.08,11.0,28,1650000,85620,111306,1.6
Islamabad,6,14,1,0,0,1,2,1,1,15,1469,2860,42.9,11.2,28,1680000,64350,83655,2.2
Sialkot,8,8,1,1,1,2,2,0,0,7,532,5570,38.99,9.9,25,1485000,58485,76030,2.1
Bahawalpur,5,10,1,1,0,1,0,0,3,6,1694,2875,17.25,3.5,9,525000,25875,33637,1.7
Sukkur,3,11,1,3,0,3,2,1,1,17,1221,7290,123.93,25.0,63,3750000,185895,241663,1.7
Bahawalpur,6,19,2,1,0,2,1,1,0,15,533,3985,59.78,12.2,31,1830000,89662,116561,1.7
Multan,4,18,1,3,2,2,2,1,2,7,1025,11570,80.99,16.9,43,2535000,121485,157930,1.7
Hyderabad,9,12,2,3,0,2,0,0,0,13,666,5855,76.12,17.6,44,2640000,114172,148424,1.9
Abbottabad,3,6,1,2,0,1,1,1,1,16,780,5015,80.24,22.3,56,3345000,120359,156468,2.3
Sukkur,4,6,3,2,0,1,2,1,1,13,1896,5890,76.57,15.4,39,2310000,114855,149311,1.7
Hyderabad,7,7,2,0,2,2,1,0,1,8,1686,5830,46.64,10.8,27,1620000,69960,90948,1.9
Lahore,7,8,2,1,2,2,0,0,3,12,889,7245,86.94,21.7,55,3255000,130409,169533,2.1
Faisalabad,4,13,2,0,2,3,2,1,0,12,1834,6845,82.14,20.1,51,3015000,123209,160173,2.0
Faisalabad,6,4,2,1,0,3,2,0,0,7,1418,3610,25.27,6.2,16,930000,37905,49276,2.0
Rawalpindi,3,18,3,2,1,4,1,1,0,14,515,7595,106.33,27.7,70,4155000,159495,207343,2.2
Faisalabad,6,18,1,2,1,3,2,0,2,8,1024,7570,60.56,14.8,37,2220000,90840,118092,2.0
Bahawalpur,2,10,2,1,1,3,2,1,3,7,1011,6750,47.25,9.7,25,1455000,70875,92137,1.7
Islamabad,8,12,3,1,0,3,2,0,3,17,1866,4630,78.71,20.5,52,3075000,118064,153484,2.2
Abbottabad,2,11,2,2,1,1,2,0,2,8,1284,7115,56.92,15.8,40,2370000,85380,110994,2.3
Peshawar,7,18,1,2,1,3,0,0,3,7,1458,6845,47.92,11.5,29,1725000,71872,93434,2.0
Karachi,9,18,2,0,1,3,2,0,2,13,1406,4945,64.28,14.6,37,2190000,96427,125355,1.9
Rawalpindi,1,8,3,2,0,2,1,1,1,10,690,5295,52.95,13.8,35,2070000,79425,103252,2.2
Swat,8,17,1,1,1,1,0,0,1,8,1370,4805,38.44,10.4,26,1560000,57659,74958,2.3
Swat,7,17,3,0,1,4,1,1,3,10,691,5480,54.8,14.9,38,2235000,82200,106860,2.3
Karachi,6,7,1,1,0,4,1,0,1,16,1017,3305,52.88,12.0,30,1800000,79320,103116,1.9
Hyderabad,6,15,1,3,2,3,1,0,1,16,684,10325,165.2,38.2,96,5730000,247800,322140,1.9
Karachi,6,10,1,0,1,4,0,1,1,13,680,4100,53.3,12.1,31,1815000,79950,103935,1.9
Karachi,9,8,2,1,2,4,0,0,0,12,1400,6995,83.94,19.1,48,2865000,125909,163683,1.9
Swat,2,10,3,2,1,4,0,0,1,11,1582,6350,69.85,19.0,48,2850000,104775,136207,2.3
Rawalpindi,1,15,3,3,0,3,2,1,0,6,903,7300,43.8,11.4,29,1710000,65700,85410,2.2
Lahore,6,4,3,1,2,4,1,0,2,15,1233,7760,116.4,29.1,73,4365000,174599,226979,2.1
Bahawalpur,8,4,1,0,2,3,0,1,2,6,698,6260,37.56,7.7,20,1155000,56340,73242,1.7
Quetta,3,19,2,1,2,2,1,0,2,6,399,7410,44.46,8.6,22,1290000,66690,86697,1.6
Faisalabad,1,13,1,3,2,2,0,0,2,15,1824,9520,142.8,35.0,88,5250000,214199,278459,2.0
Faisalabad,9,17,3,0,1,4,0,0,2,13,682,4180,54.34,13.3,34,1995000,81509,105962,2.0
Islamabad,1,16,2,3,1,2,0,1,1,13,1006,8265,107.44,28.0,70,4200000,161167,209517,2.2
Rawalpindi,3,6,2,1,2,3,1,0,1,12,1515,7115,85.38,22.2,56,3330000,128069,166491,2.2
Islamabad,8,17,2,2,1,2,2,0,1,11,1903,7555,83.1,21.6,54,3240000,124657,162054,2.2
Peshawar,3,14,3,2,2,4,0,0,2,9,1925,8685,78.17,18.8,47,2820000,117247,152421,2.0
Peshawar,4,5,2,1,2,3,0,0,2,6,1668,6875,41.25,9.9,25,1485000,61875,80437,2.0
Islamabad,8,5,2,1,0,1,0,0,0,14,309,2575,36.05,9.4,24,1410000,54075,70297,2.2
Rawalpindi,1,10,1,1,2,3,2,0,3,6,563,7775,46.65,12.1,31,1815000,69975,90967,2.2
Islamabad,6,15,1,0,1,2,1,0,1,9,1591,3725,33.52,8.7,22,1305000,50287,65373,2.2
Faisalabad,1,13,2,3,2,1,1,0,3,8,1131,10270,82.16,20.1,51,3015000,123239,160212,2.0
Sukkur,1,5,2,3,0,3,1,0,2,12,929,6150,73.8,14.9,38,2235000,110700,143910,1.7
Multan,8,14,1,3,1,1,1,1,2,10,1061,9210,92.1,19.2,48,2880000,138150,179595,1.7
Swat,4,7,1,1,0,1,0,0,2,10,1894,2555,25.55,6.9,18,1035000,38325,49822,2.3
Swat,1,5,1,3,0,1,2,1,3,9,494,7250,65.25,17.7,45,2655000,97875,127237,2.3
Abbottabad,7,9,3,1,2,3,0,1,0,6,861,7660,45.96,12.8,32,1920000,68940,89622,2.3
Karachi,5,11,3,0,0,2,2,1,2,10,1730,3340,33.4,7.6,19,1140000,50100,65130,1.9
Multan,5,13,1,2,0,3,1,0,0,9,1619,4520,40.68,8.5,22,1275000,61019,79326,1.7
Bahawalpur,1,19,2,1,1,2,2,1,0,15,396,6110,91.65,18.8,47,2820000,137475,178717,1.7
Rawalpindi,6,7,1,1,0,3,0,1,1,13,761,3455,44.92,11.7,30,1755000,67372,87584,2.2
Sialkot,9,18,3,2,2,3,0,1,3,7,1962,10045,70.32,17.9,45,2685000,105472,137114,2.1
Multan,9,8,2,2,2,3,1,0,2,13,1057,9295,120.84,25.2,63,3780000,181252,235628,1.7
Abbottabad,8,7,3,0,2,2,0,1,0,6,386,6105,36.63,10.2,26,1530000,54945,71428,2.3
Peshawar,5,6,2,3,0,3,0,0,3,9,1290,6165,55.48,13.3,34,1995000,83227,108195,2.0
Hyderabad,1,8,3,1,1,1,2,1,3,8,376,6595,52.76,12.2,31,1830000,79140,102882,1.9
Karachi,9,17,2,3,2,3,0,1,2,10,1806,11180,111.8,25.4,64,3810000,167700,218010,1.9
Abbottabad,1,12,2,1,0,1,1,0,1,10,1469,2855,28.55,7.9,20,1185000,42825,55672,2.3
Quetta,8,11,2,0,2,4,1,0,1,10,960,6165,61.65,11.9,30,1785000,92475,120217,1.6
Sialkot,5,11,2,2,2,4,0,1,0,17,1434,8990,152.83,39.0,98,5850000,229245,298018,2.1
Rawalpindi,3,11,3,0,1,2,1,1,1,9,1964,4490,40.41,10.5,27,1575000,60615,78799,2.2
Karachi,7,15,3,2,2,2,2,1,1,13,1064,10350,134.55,30.6,77,4590000,201824,262372,1.9
Bahawalpur,7,11,2,3,1,4,2,0,1,8,977,9090,72.72,14.9,38,2235000,109080,141804,1.7
Multan,9,10,2,3,0,3,0,0,3,17,1620,6525,110.93,23.1,58,3465000,166387,216303,1.7
Peshawar,7,11,3,0,2,3,0,1,2,9,1749,6590,59.31,14.3,36,2145000,88965,115654,2.0
Lahore,3,14,2,2,0,3,2,1,3,6,1972,6385,38.31,9.6,24,1440000,57465,74704,2.1
Sukkur,1,17,2,0,0,4,1,0,3,12,1090,2130,25.56,5.2,13,780000,38340,49842,1.7
Quetta,8,19,2,2,0,1,0,0,2,6,1657,4685,28.11,5.4,14,810000,42165,54814,1.6
Sialkot,3,11,1,2,2,2,0,1,3,7,1846,9090,63.63,16.2,41,2430000,95445,124078,2.1
Sukkur,8,16,2,3,1,1,1,0,0,16,882,8240,131.84,26.6,67,3990000,197760,257088,1.7
Karachi,8,17,1,3,2,4,0,1,0,12,970,10655,127.86,29.1,73,4365000,191790,249327,1.9
Peshawar,5,11,2,2,0,1,1,0,3,6,837,5040,30.24,7.3,19,1095000,45360,58968,2.0
Peshawar,1,15,3,2,1,3,1,1,1,16,1485,7500,120.0,28.8,72,4320000,180000,234000,2.0
Abbottabad,7,13,1,2,0,3,1,1,3,8,729,6020,48.16,13.4,34,2010000,72240,93912,2.3
Swat,5,10,1,3,1,1,1,1,1,11,1937,8725,95.98,26.1,66,3915000,143962,187151,2.3
Swat,8,15,2,3,2,4,1,0,3,11,1392,11125,122.38,33.3,84,4995000,183562,238631,2.3
Multan,9,4,2,1,1,1,2,1,0,11,432,6385,70.24,14.6,37,2190000,105352,136958,1.7
Abbottabad,7,7,1,2,2,3,1,1,1,16,488,9530,152.48,42.4,106,6360000,228719,297336,2.3
Faisalabad,7,16,3,1,0,3,2,0,0,7,872,4015,28.1,6.9,18,1035000,42157,54804,2.0
Multan,1,16,3,2,1,4,1,1,3,7,578,8015,56.1,11.7,30,1755000,84157,109404,1.7
Faisalabad,4,19,2,3,0,1,0,1,2,11,1753,6635,72.98,17.9,45,2685000,109477,142320,2.0
Swat,2,7,3,1,1,3,2,1,1,15,1948,6455,96.82,26.3,66,3945000,145237,188808,2.3
Abbottabad,2,8,3,1,2,3,0,0,1,10,841,6720,67.2,18.7,47,2805000,100800,131040,2.3
Faisalabad,2,13,2,0,1,1,1,0,3,12,1484,3845,46.14,11.3,29,1695000,69210,89973,2.0
Quetta,4,9,3,2,1,1,1,0,3,12,1045,7085,85.02,16.4,41,2460000,127530,165789,1.6
Abbottabad,1,7,2,3,2,2,0,0,1,10,1198,9380,93.8,26.1,66,3915000,140700,182910,2.3
Swat,4,18,1,0,2,4,1,1,2,13,752,6770,88.01,23.9,60,3585000,132015,171619,2.3
Multan,2,5,2,0,2,4,0,0,3,15,1188,5525,82.88,17.3,44,2595000,124312,161606,1.7
Gujranwala,5,19,1,2,1,1,1,0,3,11,1150,7010,77.11,19.3,49,2895000,115665,150364,2.1
Abbottabad,3,9,1,0,0,4,1,0,3,10,469,2010,20.1,5.6,14,840000,30149,39194,2.3
Lahore,8,18,3,2,1,3,2,1,2,9,1129,8770,78.93,19.7,50,2955000,118394,153913,2.1
Sialkot,4,11,3,0,1,1,0,1,1,12,997,3965,47.58,12.1,31,1815000,71370,92781,2.1
Swat,1,18,3,2,0,1,1,1,0,9,1380,5145,46.3,12.6,32,1890000,69457,90294,2.3
Islamabad,1,11,2,3,2,1,0,0,3,10,1563,9740,97.4,25.4,64,3810000,146100,189930,2.2
Islamabad,3,10,3,2,1,2,2,1,2,10,1068,8175,81.75,21.3,54,3195000,122625,159412,2.2
Multan,9,9,1,2,0,4,0,1,1,6,657,5310,31.86,6.6,17,990000,47790,62127,1.7
Multan,7,5,3,1,2,2,2,0,1,6,500,7950,47.7,9.9,25,1485000,71550,93015,1.7
Sukkur,2,18,3,3,2,3,0,1,2,8,743,10820,86.56,17.5,44,2625000,129840,168792,1.7
Sialkot,9,10,2,3,1,4,0,0,3,16,1126,8625,138.0,35.2,88,5280000,207000,269100,2.1
Sialkot,2,14,2,3,2,2,2,0,0,8,1625,10360,82.88,21.1,53,3165000,124319,161616,2.1
Quetta,3,15,1,0,2,1,1,1,3,7,1429,6550,45.85,8.8,22,1320000,68775,89407,1.6
Multan,2,17,2,1,0,2,1,0,1,17,400,3105,52.78,11.0,28,1650000,79177,102930,1.7
Sialkot,3,19,3,3,0,1,1,0,0,7,1420,6060,42.42,10.8,27,1620000,63629,82719,2.1
Bahawalpur,6,17,2,0,2,2,0,0,3,11,1988,5805,63.86,13.1,33,1965000,95782,124517,1.7
Sukkur,9,8,1,0,0,2,0,0,0,6,1237,1145,6.87,1.4,4,210000,10305,13396,1.7
Faisalabad,9,19,3,0,2,2,1,0,2,11,328,6510,71.61,17.6,44,2640000,107415,139639,2.0
Peshawar,7,9,1,1,1,1,0,0,3,10,1829,5010,50.1,12.0,30,1800000,75149,97694,2.0
Peshawar,3,13,2,0,0,2,0,1,1,11,964,1870,20.57,4.9,13,735000,30855,40111,2.0
Faisalabad,4,11,2,1,2,4,1,0,1,10,1761,7365,73.65,18.1,46,2715000,110475,143617,2.0
Rawalpindi,6,19,1,2,2,4,2,0,0,12,1702,9285,111.42,29.0,73,4350000,167130,217269,2.2
Swat,5,17,3,0,0,4,0,0,2,6,372,1880,11.28,3.1,8,465000,16920,21996,2.3
Sukkur,2,11,2,3,0,1,0,0,3,8,553,5815,46.52,9.4,24,1410000,69780,90714,1.7
Bahawalpur,6,6,2,0,1,1,0,1,2,11,815,4090,44.99,9.2,23,1380000,67484,87730,1.7
Sialkot,3,15,3,2,2,4,0,1,2,6,1048,9450,56.7,14.5,37,2175000,85049,110564,2.1
Gujranwala,8,19,2,2,1,4,2,0,0,16,1873,7585,121.36,30.3,76,4545000,182040,236652,2.1
Sukkur,2,15,1,0,1,4,1,1,0,16,1343,4175,66.8,13.5,34,2025000,100200,130260,1.7
Abbottabad,1,17,2,2,1,3,0,0,3,12,1948,6530,78.36,21.8,55,3270000,117540,152802,2.3
Faisalabad,9,10,2,1,0,4,1,0,1,9,834,3725,33.52,8.2,21,1230000,50287,65373,2.0
Bahawalpur,3,4,3,1,1,2,0,0,3,8,720,5035,40.28,8.3,21,1245000,60420,78546,1.7
Lahore,1,4,1,0,0,3,2,0,2,15,745,1985,29.78,7.4,19,1110000,44662,58061,2.1
Hyderabad,7,10,3,1,0,3,1,1,0,14,1178,4175,58.45,13.5,34,2025000,87674,113977,1.9
Karachi,5,18,2,1,1,1,2,1,2,6,435,6695,40.17,9.1,23,1365000,60255,78331,1.9
Swat,5,18,2,3,1,2,0,0,0,13,1828,7645,99.38,27.0,68,4050000,149077,193800,2.3
Faisalabad,1,13,3,0,2,1,2,0,1,6,1624,6020,36.12,8.9,23,1335000,54179,70434,2.1
